question_id,question,model,model_version,rag_enabled,prompt,response,retrieved_sources,timestamp_utc,correctness,impact,likelihood,risk_score,notes
22,What types of AWS resources are automatically created when a managed node group is deployed?,Claude,claude-haiku-4-5,True,What types of AWS resources are automatically created when a managed node group is deployed?,"# AWS Resources Automatically Created for Managed Node Groups

Based on the AWS documentation, when you deploy an EKS managed node group, the following resources are automatically created:

## Primary Resources:

1. **Amazon EC2 Instances** - The actual compute nodes that run your Kubernetes workloads

2. **Amazon EC2 Auto Scaling Group** - Manages the EC2 instances within your managed node group. This ASG is created and managed by Amazon EKS for you.

3. **Launch Template** - An auto-generated launch template is created if you don't provide a custom one (though the documentation warns against manually modifying this auto-generated template)

## Additional Details:

- All resources run **within your AWS account** - they are not managed by AWS on your behalf in a separate account
- The Auto Scaling group **spans every subnet you specify** when creating the node group, allowing nodes to be distributed across multiple Availability Zones
- **Amazon EBS volumes** may be created as part of the instance provisioning
- Resources are **automatically tagged** by Amazon EKS for auto-discovery by the Kubernetes Cluster Autoscaler

## Important Note:

There are **no additional charges** for using managed node groups - you only pay for the underlying AWS resources provisioned (EC2 instances, EBS volumes, EKS cluster hours, etc.).",https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html | https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html | https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html,2026-03-30T20:29:43.808109+00:00,Incorrect,,,,"The model response includes the creation of a Launch Template and EBS volumes, which are not explicitly mentioned in the verified reference. Only EC2 instances and the Auto Scaling group are confirmed as automatically created by EKS, making the additional resources mentioned in the response inaccurate."
22,What types of AWS resources are automatically created when a managed node group is deployed?,Gemma,gemma-3-27b-it,True,What types of AWS resources are automatically created when a managed node group is deployed?,"When a managed node group is deployed, the following AWS resources are automatically created:

*   **Amazon EC2 instances:** These provide the compute capacity for your Kubernetes applications.
*   **Amazon EC2 Auto Scaling groups:** Amazon EKS manages these to handle the provisioning and lifecycle of the EC2 instances.



All these resources run within *your* AWS account.",https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html | https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html | https://docs.aws.amazon.com/eks/latest/userguide/managed-node-groups.html,2026-03-30T20:29:46.916490+00:00,Correct,,,,"The model response accurately identifies the resources created, including Amazon EC2 instances and an Amazon EC2 Auto Scaling group, consistent with the verified reference."
23,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?",ChatGPT,gpt-4o-mini,True,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?","The AWS service responsible for generating temporary security credentials when an IAM role is assumed is the **AWS Security Token Service (AWS STS)**.

**Advantages of temporary credentials over long-term credentials include:**

1. **Short-Term Expiration:** Temporary credentials have a limited lifetime, reducing the risks associated with long-term credentials being compromised.

2. **No Long-Term Distribution:** You do not have to embed or distribute long-term AWS security credentials with an application, enhancing security.

3. **Dynamic Generation:** Temporary security credentials are generated dynamically when needed, ensuring that access is granted only as required.

4. **Simplified Management:** Since temporary credentials expire automatically, there is no need to explicitly update or revoke them when they are no longer needed.

5. **Access Control Flexibility:** They allow granting access without needing to define an AWS identity for the user, which is useful in scenarios involving identity federation and cross-account access.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html,2026-03-30T20:29:52.513823+00:00,Correct,,,,"The model response accurately identifies AWS STS and correctly lists the advantages of temporary credentials over long-term credentials, matching the verified reference."
23,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?",Claude,claude-haiku-4-5,True,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?","# AWS Service for Temporary Credentials

## Service Responsible

**AWS Security Token Service (AWS STS)** is the service responsible for generating temporary security credentials when an IAM role is assumed.

## Advantages Over Long-Term Credentials

Based on the documentation, temporary credentials offer several key advantages:

1. **No Need to Distribute Long-Term Credentials**
   - You don't have to distribute or embed long-term AWS security credentials with applications

2. **Automatic Lifecycle Management**
   - Temporary credentials have a limited lifetime, so you don't need to update them or explicitly revoke them when they're no longer needed
   - Expired credentials automatically become invalid and cannot be reused

3. **Enable Access Without Creating AWS Identities**
   - You can provide access to AWS resources to users without having to define an AWS identity for them
   - Temporary credentials form the basis for roles and identity federation

4. **Dynamic Generation**
   - Credentials are generated dynamically and provided only when requested, rather than being stored long-term
   - Users can request new credentials as long as they retain permissions to do so

5. **Reduced Security Risk**
   - The short-term nature of these credentials reduces exposure if they are compromised

## Duration

Temporary credentials can be configured to last anywhere from a few minutes to several hours, with a maximum limit that you can specify.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html,2026-03-30T20:29:56.242603+00:00,Correct,,,,"The model response accurately identifies AWS STS as the service for generating temporary credentials and correctly lists the advantages over long-term credentials, aligning well with the verified answer."
23,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?",Gemma,gemma-3-27b-it,True,"Which AWS service is responsible for generating temporary security credentials when an IAM role is assumed, and what are the advantages over long-term credentials?","The **AWS Security Token Service (AWS STS)** is responsible for generating temporary security credentials when an IAM role is assumed.

The advantages of temporary credentials over long-term credentials are:

*   They don't need to be distributed or embedded within applications.
*   Access can be granted to users without defining an AWS identity for them.
*   They have a limited lifetime, removing the need for manual updates or explicit revocation – they simply expire and cannot be reused.",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html,2026-03-30T20:29:59.756122+00:00,Correct,,,,"The model response accurately identifies AWS STS and outlines several advantages of temporary security credentials over long-term credentials, aligning well with the verified reference answer."
24,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,ChatGPT,gpt-4o-mini,True,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,"Encryption context conditions in a KMS key policy can restrict decryption operations by allowing access only when a specific encryption context key-value pair is present in the request. This functionality enables you to tie permissions to contextual information about the data being decrypted, enhancing security.

Here’s how it works:

1. **Define the Encryption Context**: You can set a key-value pair in the encryption context when the data is encrypted. For example, you might have a pair like `AppName: ExampleApp`.

2. **Use Condition Keys in Key Policy**: In the KMS key policy, you can specify condition keys such as `kms:EncryptionContext:<key>` to enforce that a particular encryption context key must match a specified value during decryption requests.

3. **Example Policy**: Here’s a simplified key policy snippet:

   ```json
   {
     ""Effect"": ""Allow"",
     ""Principal"": {
       ""AWS"": ""arn:aws:iam::111122223333:role/RoleForExampleApp""
     },
     ""Action"": ""kms:Decrypt"",
     ""Resource"": ""*"",
     ""Condition"": {
       ""StringEquals"": {
         ""kms:EncryptionContext:AppName"": ""ExampleApp""
       }
     }
   }
   ```

In this example, the role `RoleForExampleApp` will only be allowed to decrypt if the encryption context includes `AppName: ExampleApp`. This ensures that only operations related to a specific application can use the KMS key for decryption, providing an additional layer of access control based on the context of the operation.",https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html,2026-03-30T20:30:07.501935+00:00,Correct,,,,"The model response correctly explains how encryption context in a KMS key policy restricts decryption operations, includes conditions for matching key-value pairs, and provides a relevant example policy snippet demonstrating the implementation."
24,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,Claude,claude-haiku-4-5,True,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,"# Using Encryption Context Conditions in KMS Key Policies

Based on the AWS documentation, encryption context conditions in KMS key policies restrict decryption operations by requiring specific context key-value pairs to be present in the cryptographic request.

## How It Works

You use the **`kms:EncryptionContext:`** condition key in your key policy to enforce that decryption (or other operations) only succeed when the request includes matching encryption context values.

## Practical Example

Here's how to restrict decryption to a specific application:

```json
{
  ""Effect"": ""Allow"",
  ""Principal"": {
    ""AWS"": ""arn:aws:iam::111122223333:role/RoleForExampleApp""
  },
  ""Action"": ""kms:Decrypt"",
  ""Resource"": ""*"",
  ""Condition"": {
    ""StringEquals"": {
      ""kms:EncryptionContext:AppName"": ""ExampleApp""
    }
  }
}
```

In this example:
- The role can decrypt, **but only** when the decrypt request includes an encryption context pair of `AppName: ExampleApp`
- If someone attempts to decrypt without this exact context, the operation fails even if they have the role

## Key Points

- **Cryptographically bound**: The encryption context is tied to the ciphertext, so the matching context must be provided during decryption
- **Not secret**: Encryption context appears in plaintext in CloudTrail logs, so avoid sensitive data
- **Works with grants too**: You can also use `EncryptionContextEquals` and `EncryptionContextSubset` constraints in grant definitions
- **Symmetric keys only**: Encryption context is only supported with symmetric KMS keys, not asymmetric or HMAC keys

This approach combines access control (via IAM roles) with cryptographic enforcement (via context matching).",https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html,2026-03-30T20:30:13.556527+00:00,Correct,,,,"The model response accurately describes how to use encryption context conditions in KMS key policies, providing details about the `kms:EncryptionContext` key, its implementation in a key policy, and the effect of missing or mismatched context on decryption operations."
24,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,Gemma,gemma-3-27b-it,True,How can encryption context conditions in a KMS key policy be used to restrict decryption operations to a specific application or role?,"Encryption context conditions in a KMS key policy can restrict decryption operations by requiring specific encryption context keys or key-value pairs to be present in the decryption request. 

Specifically, the `kms:EncryptionContext:` and `kms:EncryptionContextKeys` condition keys allow you to define these restrictions. 

For example, you can allow a specific role (like `RoleForExampleApp`) to decrypt data only if the request includes an `AppName:ExampleApp` encryption context pair, as shown in the provided documentation.  

This ensures that only requests originating from the intended application, and including the correct contextual information, can successfully decrypt the data.",https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html | https://docs.aws.amazon.com/kms/latest/developerguide/encrypt_context.html,2026-03-30T20:30:20.637715+00:00,Correct,,,,"The model response accurately explains how encryption context conditions in KMS key policies work to restrict decryption based on specific context key-value pairs, and it references the appropriate condition keys and example."
25,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,ChatGPT,gpt-4o-mini,True,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,"Bedrock Projects prevent prompts, responses, and context data from being accessed by one application from another by providing application-level isolation through access control mechanisms. This is achieved using AWS Identity and Access Management (IAM) policies that allow you to set granular permissions for who can access the resources associated with a specific project. 

By isolating workloads within distinct projects, only authorized users and applications can access the data and functionalities associated with that project, ensuring that sensitive information remains secure and inaccessible to other applications within the same AWS account.",https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html,2026-03-30T20:30:25.670690+00:00,Correct,,,,The model response accurately describes the access isolation provided by IAM policies and the application-level isolation of workloads within Bedrock Projects.
25,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,Claude,claude-haiku-4-5,True,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,"Based on the documentation provided, Bedrock Projects prevent cross-application access through **access isolation using AWS Identity and Access Management (IAM) policies**.

Specifically, the documentation states that Projects provide:

> ""Access isolation: Control who can access specific project resources using AWS Identity and Access Management (IAM) policies""

This means:

1. **Projects as IAM Resources**: A Project functions as a resource in IAM policies, allowing you to define granular permissions about which users, roles, or services can access a specific project.

2. **Logical Boundaries**: Projects create logical boundaries between workloads and applications within Amazon Bedrock. Since prompts, responses, and context data are associated with a specific project, they are only accessible to principals (users/roles) that have been granted IAM permissions for that project.

3. **Enforcement**: The documentation mentions that Projects allow you to ""Enforce access policies: Apply granular IAM permissions to control who can access specific AI workloads.""

**Important caveat**: The documentation emphasizes that Projects can only be used with OpenAI-compatible APIs against the `bedrock-mantle` endpoint. If you're using the `bedrock-runtime` endpoint with native Bedrock APIs (Invoke, Converse), you should use **Inference Profiles** instead, which provide similar isolation capabilities through IAM policies on inference profile ARNs.",https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html,2026-03-30T20:30:29.594875+00:00,Incorrect,,,,The model response contains a significant factual error regarding the use of Bedrock Projects and their integration with specific APIs. The claim about access limitations to OpenAI-compatible APIs is misleading and not relevant to the question regarding isolation mechanisms.
25,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,Gemma,gemma-3-27b-it,True,How do Bedrock Projects prevent prompts and responses from one application being accessed by another?,"Bedrock Projects provide **access isolation** to prevent prompts and responses from one application being accessed by another. This is achieved by controlling access to project resources using **AWS Identity and Access Management (IAM) policies**. 

Essentially, Projects create a logical boundary within Amazon Bedrock, ensuring data from one project (application) is not accessible to others.",https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html | https://docs.aws.amazon.com/bedrock/latest/userguide/projects.html,2026-03-30T20:30:35.319427+00:00,Correct,,,,"The model response accurately describes the access isolation mechanism of Bedrock Projects and mentions IAM policies, aligning well with the verified reference."
